entry_id	line_id	part_id	task_id	sample_id	context/question	human_subjects	non_human_subjects	subj_attributes	relations	generalized_relations	locations	direct_objects	obj_attributes	indirect_objects	result_relation	reasoning	implicit_object	implicit_relation	implicit_location	golden_answer	golden_supporting_facts
129	12	4	2	3	Where is the milk?		milk		be	be					be					garden	5 2
130	13	5	2	3	Sandra went to the bedroom.	Sandra			go	move	bedroom				be						
131	14	5	2	3	Daniel went to the bathroom.	Daniel			go	move	bathroom				be						
132	15	5	2	3	John travelled to the garden.	John			travel	move	garden				be						
133	16	5	2	3	Daniel got the apple there.	Daniel			get	take	there	apple			have						
134	17	5	2	3	John picked up the milk there.	John			pick up	take	there	milk			have						
135	18	5	2	3	John dropped the milk.	John			drop	put		milk			not have						
136	19	5	2	3	Where is the milk?		milk		be	be					be					garden	18 15
137	1	1	2	4	Mary went back to the bathroom.	Mary			go	move	bathroom				be						
138	2	1	2	4	John travelled to the office.	John			travel	move	office				be						
139	3	1	2	4	Mary moved to the bedroom.	Mary			move	move	bedroom				be						
140	4	1	2	4	Daniel travelled to the bathroom.	Daniel			travel	move	bathroom				be						
141	5	1	2	4	Daniel went to the hallway.	Daniel			go	move	hallway				be						
142	6	1	2	4	Mary got the milk there.	Mary			get	take	there	milk			have						
143	7	1	2	4	John went to the garden.	John			go	move	garden				be						
144	8	1	2	4	John travelled to the bedroom.	John			travel	move	bedroom				be						
145	9	1	2	4	Mary left the milk.	Mary			leave	put		milk			not have						
146	10	1	2	4	John went back to the garden.	John			go	move	garden				be						
147	11	1	2	4	Where is the milk?		milk		be	be					be					bedroom	9 3
148	12	2	2	4	Daniel travelled to the bathroom.	Daniel			travel	move	bathroom				be						
149	13	2	2	4	Sandra grabbed the milk there.	Sandra			grab	take	there	milk			have						
150	14	2	2	4	Sandra left the milk.	Sandra			leave	put		milk			not have						
151	15	2	2	4	John travelled to the kitchen.	John			travel	move	kitchen				be						
152	16	2	2	4	Daniel got the apple there.	Daniel			get	take	there	apple			have						
153	17	2	2	4	Mary got the milk there.	Mary			get	take	there	milk			have						
154	18	2	2	4	Mary went to the office.	Mary			go	move	office				be						
155	19	2	2	4	Daniel moved to the bedroom.	Daniel			move	move	bedroom				be						
156	20	2	2	4	Where is the apple?		apple		be	be					be					bedroom	16 19
157	21	3	2	4	John went to the bathroom.	John			go	move	bathroom				be						
158	22	3	2	4	Daniel dropped the apple.	Daniel			drop	put		apple			not have						
159	23	3	2	4	Where is the apple?		apple		be	be					be					bedroom	22 19
160	24	4	2	4	Daniel picked up the apple there.	Daniel			pick up	take	there	apple			have						
161	25	4	2	4	Mary went back to the garden.	Mary			go	move	garden				be						
162	26	4	2	4	Daniel moved to the kitchen.	Daniel			move	move	kitchen				be						
163	27	4	2	4	Sandra journeyed to the bathroom.	Sandra			journey	move	bathroom				be						
164	28	4	2	4	Where is the apple?		apple		be	be					be					kitchen	24 26
165	29	5	2	4	Mary got the football there.	Mary			get	take	there	football			have						
166	30	5	2	4	Daniel dropped the apple.	Daniel			drop	put		apple			not have						
167	31	5	2	4	Where is the apple?		apple		be	be					be					kitchen	30 26
168	1	1	2	5	Daniel went to the bathroom.	Daniel			go	move	bathroom				be						
169	2	1	2	5	Mary picked up the football there.	Mary			pick up	take	there	football			have						
170	3	1	2	5	Mary travelled to the hallway.	Mary			travel	move	hallway				be						
171	4	1	2	5	Sandra moved to the garden.	Sandra			move	move	garden				be						
172	5	1	2	5	Where is the football?		football		be	be					be					hallway	2 3
173	6	2	2	5	Daniel journeyed to the kitchen.	Daniel			journey	move	kitchen				be						
174	7	2	2	5	Mary travelled to the bedroom.	Mary			travel	move	bedroom				be						
175	8	2	2	5	Where is the football?		football		be	be					be					bedroom	2 7
176	9	3	2	5	Mary got the apple there.	Mary			get	take	there	apple			have						
177	10	3	2	5	John went back to the bathroom.	John			go	move	bathroom				be						
178	11	3	2	5	Daniel went back to the office.	Daniel			go	move	office				be						
179	12	3	2	5	John moved to the hallway.	John			move	move	hallway				be						
180	13	3	2	5	John journeyed to the bathroom.	John			journey	move	bathroom				be						
181	14	3	2	5	Sandra moved to the bathroom.	Sandra			move	move	bathroom				be						
182	15	3	2	5	Sandra moved to the kitchen.	Sandra			move	move	kitchen				be						
183	16	3	2	5	John travelled to the kitchen.	John			travel	move	kitchen				be						
184	17	3	2	5	Mary left the apple.	Mary			leave	put		apple			not have						
185	18	3	2	5	Mary travelled to the garden.	Mary			travel	move	garden				be						
186	19	3	2	5	Where is the apple?		apple		be	be					be					bedroom	17 7
187	20	4	2	5	Sandra travelled to the bedroom.	Sandra			travel	move	bedroom				be						
188	21	4	2	5	Daniel journeyed to the bedroom.	Daniel			journey	move	bedroom				be						
189	22	4	2	5	Where is the apple?		apple		be	be					be					bedroom	17 7
190	23	5	2	5	Mary went back to the kitchen.	Mary			go	move	kitchen				be						
191	24	5	2	5	Sandra picked up the apple there.	Sandra			pick up	take	there	apple			have						
192	25	5	2	5	Mary discarded the football.	Mary			discard	put		football			not have						
193	26	5	2	5	John took the football there.	John			take	take	there	football			have						
194	27	5	2	5	John discarded the football there.	John			discard	put	there	football			not have						
195	28	5	2	5	John went to the office.	John			go	move	office				be						
196	29	5	2	5	Where is the football?		football		be	be					be					kitchen	27 16
197	1	1	3	1	Mary moved to the bathroom.	Mary			move	move	bathroom				be						
198	2	1	3	1	Sandra journeyed to the bedroom.	Sandra			journey	move	bedroom				be						
199	3	1	3	1	Mary got the football there.	Mary			get	take	there	football			have						
200	4	1	3	1	John went back to the bedroom.	John			go	move	bedroom				be						
201	5	1	3	1	Mary journeyed to the office.	Mary			journey	move	office				be						
202	6	1	3	1	John journeyed to the office.	John			journey	move	office				be						
203	7	1	3	1	John took the milk.	John			take	take		milk			have						
204	8	1	3	1	Daniel went back to the kitchen.	Daniel			go	move	kitchen				be						
205	9	1	3	1	John moved to the bedroom.	John			move	move	bedroom				be						
206	10	1	3	1	Daniel went back to the hallway.	Daniel			go	move	hallway				be						
207	11	1	3	1	Daniel took the apple.	Daniel			take	take		apple			have						
208	12	1	3	1	John left the milk there.	John			leave	put	there	milk			not have						
209	13	1	3	1	John travelled to the kitchen.	John			travel	move	kitchen				be						
210	14	1	3	1	Sandra went back to the bathroom.	Sandra			go	move	bathroom				be						
211	15	1	3	1	Daniel journeyed to the bathroom.	Daniel			journey	move	bathroom				be						
212	16	1	3	1	John journeyed to the bathroom.	John			journey	move	bathroom				be						
213	17	1	3	1	Mary journeyed to the bathroom.	Mary			journey	move	bathroom				be						
214	18	1	3	1	Sandra went back to the garden.	Sandra			go	move	garden				be						
215	19	1	3	1	Sandra went to the office.	Sandra			go	move	office				be						
216	20	1	3	1	Daniel went to the garden.	Daniel			go	move	garden				be						
217	21	1	3	1	Sandra went back to the hallway.	Sandra			go	move	hallway				be						
218	22	1	3	1	Daniel journeyed to the office.	Daniel			journey	move	office				be						
219	23	1	3	1	Mary dropped the football.	Mary			drop	put		football			not have						
220	24	1	3	1	John moved to the bedroom.	John			move	move	bedroom				be						
221	25	1	3	1	Where was the football before the bathroom?		football		be	be					be					office	23 17 5
222	26	2	3	1	John travelled to the office.	John			travel	move	office				be						
223	27	2	3	1	John travelled to the bedroom.	John			travel	move	bedroom				be						
224	28	2	3	1	Where was the football before the bathroom?		football		be	be					be					office	23 17 5
225	29	3	3	1	Daniel left the apple.	Daniel			leave	put		apple			not have						
226	30	3	3	1	Sandra travelled to the kitchen.	Sandra			travel	move	kitchen				be						
227	31	3	3	1	Where was the apple before the garden?		apple		be	be	garden				be					bathroom	29 20 15
228	32	4	3	1	Sandra went to the bedroom.	Sandra			go	move	bedroom				be						
229	33	4	3	1	Daniel moved to the bedroom.	Daniel			move	move	bedroom				be						
230	34	4	3	1	Where was the apple before the garden?		apple		be	be	garden				be					bathroom	29 20 15
231	35	5	3	1	John went to the hallway.	John			go	move	hallway				be						
232	36	5	3	1	Mary got the football.	Mary			get	take		football			have						
233	37	5	3	1	John went back to the bedroom.	John			go	move	bedroom				be						
234	38	5	3	1	Sandra took the milk.	Sandra			take	take		milk			have						
235	39	5	3	1	Daniel travelled to the office.	Daniel			travel	move	office				be						
236	40	5	3	1	Sandra left the milk there.	Sandra			leave	put	there	milk			not have						
237	41	5	3	1	Daniel travelled to the hallway.	Daniel			travel	move	hallway				be						
238	42	5	3	1	Sandra picked up the milk.	Sandra			pick up	take		milk			have						
239	43	5	3	1	Mary left the football.	Mary			leave	put		football			not have						
240	44	5	3	1	Sandra travelled to the hallway.	Sandra			travel	move	hallway				be						
241	45	5	3	1	John journeyed to the hallway.	John			journey	move	hallway				be						
242	46	5	3	1	Sandra went to the kitchen.	Sandra			go	move	kitchen				be						
243	47	5	3	1	Where was the milk before the kitchen?		milk		be	be					be					hallway	42 46 44
244	1	1	3	2	Sandra moved to the hallway.	Sandra			move	move	hallway				be						
245	2	1	3	2	Sandra went back to the garden.	Sandra			go	move	garden				be						
246	3	1	3	2	Daniel journeyed to the kitchen.	Daniel			journey	move	kitchen				be						
247	4	1	3	2	Daniel took the football.	Daniel			take	take		football			have						
248	5	1	3	2	Daniel put down the football there.	Daniel			put down	put	there	football			not have						
249	6	1	3	2	Mary went back to the hallway.	Mary			go	move	hallway				be						
250	7	1	3	2	Sandra picked up the apple.	Sandra			pick up	take		apple			have						
251	8	1	3	2	Sandra left the apple.	Sandra			leave	put		apple			not have						
252	9	1	3	2	Daniel went to the garden.	Daniel			go	move	garden				be						
253	10	1	3	2	Sandra picked up the apple.	Sandra			pick up	take		apple			have						
254	11	1	3	2	John went back to the hallway.	John			go	move	hallway				be						
255	12	1	3	2	Sandra dropped the apple.	Sandra			drop	put		apple			not have						
256	13	1	3	2	Sandra got the apple there.	Sandra			get	take	there	apple			have						
257	14	1	3	2	Sandra dropped the apple.	Sandra			drop	put		apple			not have						
258	15	1	3	2	Daniel went back to the kitchen.	Daniel			go	move	kitchen				be						
259	16	1	3	2	Sandra went back to the bathroom.	Sandra			go	move	bathroom				be						
260	17	1	3	2	John went to the garden.	John			go	move	garden				be						
261	18	1	3	2	Daniel travelled to the garden.	Daniel			travel	move	garden				be						
262	19	1	3	2	John got the apple there.	John			get	take	there	apple			have						
263	20	1	3	2	John discarded the apple.	John			discard	put		apple			not have						
264	21	1	3	2	Daniel moved to the kitchen.	Daniel			move	move	kitchen				be						
265	22	1	3	2	Daniel picked up the football.	Daniel			pick up	take		football			have						
266	23	1	3	2	Sandra went back to the hallway.	Sandra			go	move	hallway				be						
267	24	1	3	2	Daniel moved to the garden.	Daniel			move	move	garden				be						
268	25	1	3	2	Daniel discarded the football.	Daniel			discard	put		football			not have						
269	26	1	3	2	Daniel got the football there.	Daniel			get	take	there	football			have						
270	27	1	3	2	Mary went back to the kitchen.	Mary			go	move	kitchen				be						
271	28	1	3	2	Daniel went back to the bathroom.	Daniel			go	move	bathroom				be						
272	29	1	3	2	Daniel put down the football.	Daniel			put down	put		football			not have						
273	30	1	3	2	Sandra travelled to the garden.	Sandra			travel	move	garden				be						
274	31	1	3	2	Mary moved to the garden.	Mary			move	move	garden				be						
275	32	1	3	2	Daniel took the football.	Daniel			take	take		football			have						
276	33	1	3	2	Sandra went to the bathroom.	Sandra			go	move	bathroom				be						
277	34	1	3	2	Sandra went back to the hallway.	Sandra			go	move	hallway				be						
278	35	1	3	2	John picked up the apple there.	John			pick up	take	there	apple			have						
279	36	1	3	2	John discarded the apple.	John			discard	put		apple			not have						
280	37	1	3	2	Mary picked up the apple.	Mary			pick up	take		apple			have						
281	38	1	3	2	Mary dropped the apple.	Mary			drop	put		apple			not have						
282	39	1	3	2	Mary took the apple.	Mary			take	take		apple			have						
283	40	1	3	2	Daniel journeyed to the garden.	Daniel			journey	move	garden				be						
284	41	1	3	2	Sandra went to the garden.	Sandra			go	move	garden				be						
285	42	1	3	2	Mary travelled to the hallway.	Mary			travel	move	hallway				be						
286	43	1	3	2	Mary went to the kitchen.	Mary			go	move	kitchen				be						
287	44	1	3	2	Daniel left the football.	Daniel			leave	put		football			not have						
288	45	1	3	2	Mary put down the apple.	Mary			put down	put		apple			not have						
289	46	1	3	2	Sandra grabbed the football.	Sandra			grab	take		football			have						
290	47	1	3	2	Where was the apple before the kitchen?		apple		be	be					be					hallway	45 43 42
291	48	2	3	2	John went to the kitchen.	John			go	move	kitchen				be						
292	49	2	3	2	Sandra left the football there.	Sandra			leave	put	there	football			not have						
293	50	2	3	2	Where was the apple before the kitchen?		apple		be	be					be					hallway	45 43 42
294	51	3	3	2	Daniel picked up the football.	Daniel			pick up	take		football			have						
295	52	3	3	2	John picked up the apple.	John			pick up	take		apple			have						
296	53	3	3	2	John put down the apple.	John			put down	put		apple			not have						
297	54	3	3	2	Mary grabbed the apple.	Mary			grab	take		apple			have						
298	55	3	3	2	Mary dropped the apple.	Mary			drop	put		apple			not have						
299	56	3	3	2	Mary moved to the office.	Mary			move	move	office				be						
300	57	3	3	2	Daniel discarded the football.	Daniel			discard	put		football			not have						
301	58	3	3	2	John journeyed to the garden.	John			journey	move	garden				be						
302	59	3	3	2	Daniel got the football.	Daniel			get	take		football			have						
303	60	3	3	2	Daniel travelled to the kitchen.	Daniel			travel	move	kitchen				be						
304	61	3	3	2	Daniel picked up the apple.	Daniel			pick up	take		apple			have						
305	62	3	3	2	Daniel dropped the apple.	Daniel			drop	put		apple			not have						
306	63	3	3	2	Mary moved to the kitchen.	Mary			move	move	kitchen				be						
307	64	3	3	2	Daniel grabbed the apple there.	Daniel			grab	take	there	apple			have						
308	65	3	3	2	Sandra went back to the bedroom.	Sandra			go	move	bedroom				be						
309	66	3	3	2	Daniel went to the hallway.	Daniel			go	move	hallway				be						
310	67	3	3	2	John moved to the hallway.	John			move	move	hallway				be						
311	68	3	3	2	Daniel discarded the apple there.	Daniel			discard	put	there	apple			not have						
312	69	3	3	2	Daniel picked up the apple.	Daniel			pick up	take		apple			have						
313	70	3	3	2	Daniel moved to the office.	Daniel			move	move	office				be						
314	71	3	3	2	Daniel went back to the bedroom.	Daniel			go	move	bedroom				be						
315	72	3	3	2	Daniel dropped the football.	Daniel			drop	put		football			not have						
316	73	3	3	2	Where was the apple before the bedroom?		apple		be	be	bedroom				be					office	69 71 70
317	74	4	3	2	Mary moved to the office.	Mary			move	move	office				be						
318	75	4	3	2	Mary went to the garden.	Mary			go	move	garden				be						
319	76	4	3	2	Where was the football before the office?		football		be	be					be					hallway	72 70 66
320	77	5	3	2	Daniel grabbed the football.	Daniel			grab	take		football			have						
321	78	5	3	2	Daniel left the apple.	Daniel			leave	put		apple			not have						
322	79	5	3	2	Where was the apple before the bedroom?		apple		be	be	bedroom				be					office	78 71 70
323	1	1	3	3	John travelled to the kitchen.	John			travel	move	kitchen				be						
324	2	1	3	3	Sandra went to the garden.	Sandra			go	move	garden				be						
325	3	1	3	3	John went back to the office.	John			go	move	office				be						
326	4	1	3	3	Sandra went to the bathroom.	Sandra			go	move	bathroom				be						
327	5	1	3	3	Mary moved to the bedroom.	Mary			move	move	bedroom				be						
328	6	1	3	3	Mary grabbed the football.	Mary			grab	take		football			have						
329	7	1	3	3	Sandra moved to the office.	Sandra			move	move	office				be						
330	8	1	3	3	Daniel went to the office.	Daniel			go	move	office				be						
331	9	1	3	3	Sandra moved to the garden.	Sandra			move	move	garden				be						
332	10	1	3	3	Mary discarded the football.	Mary			discard	put		football			not have						
333	11	1	3	3	Mary grabbed the football there.	Mary			grab	take	there	football			have						
334	12	1	3	3	Sandra picked up the apple there.	Sandra			pick up	take	there	apple			have						
335	13	1	3	3	Mary left the football.	Mary			leave	put		football			not have						
336	14	1	3	3	Sandra dropped the apple.	Sandra			drop	put		apple			not have						
337	15	1	3	3	Sandra moved to the office.	Sandra			move	move	office				be						
338	16	1	3	3	John went to the kitchen.	John			go	move	kitchen				be						
339	17	1	3	3	John travelled to the bedroom.	John			travel	move	bedroom				be						
340	18	1	3	3	Mary picked up the football.	Mary			pick up	take		football			have						
341	19	1	3	3	Mary travelled to the hallway.	Mary			travel	move	hallway				be						
342	20	1	3	3	Mary picked up the milk.	Mary			pick up	take		milk			have						
343	21	1	3	3	Mary discarded the football.	Mary			discard	put		football			not have						
344	22	1	3	3	Sandra went to the bedroom.	Sandra			go	move	bedroom				be						
345	23	1	3	3	Daniel went back to the bathroom.	Daniel			go	move	bathroom				be						
346	24	1	3	3	John travelled to the office.	John			travel	move	office				be						
347	25	1	3	3	Daniel went back to the bedroom.	Daniel			go	move	bedroom				be						
348	26	1	3	3	Daniel went back to the office.	Daniel			go	move	office				be						
349	27	1	3	3	John went back to the garden.	John			go	move	garden				be						
350	28	1	3	3	John travelled to the hallway.	John			travel	move	hallway				be						
351	29	1	3	3	Mary went back to the kitchen.	Mary			go	move	kitchen				be						
352	30	1	3	3	Daniel went back to the kitchen.	Daniel			go	move	kitchen				be						
353	31	1	3	3	Sandra moved to the garden.	Sandra			move	move	garden				be						
354	32	1	3	3	Mary went to the office.	Mary			go	move	office				be						
355	33	1	3	3	Mary moved to the bathroom.	Mary			move	move	bathroom				be						
356	34	1	3	3	Sandra went back to the kitchen.	Sandra			go	move	kitchen				be						
357	35	1	3	3	Mary dropped the milk.	Mary			drop	put		milk			not have						
358	36	1	3	3	Mary grabbed the milk.	Mary			grab	take		milk			have						
359	37	1	3	3	Mary dropped the milk.	Mary			drop	put		milk			not have						
360	38	1	3	3	Sandra travelled to the bathroom.	Sandra			travel	move	bathroom				be						
361	39	1	3	3	Sandra got the milk.	Sandra			get	take		milk			have						
362	40	1	3	3	Daniel went back to the office.	Daniel			go	move	office				be						
363	41	1	3	3	Sandra moved to the hallway.	Sandra			move	move	hallway				be						
364	42	1	3	3	Mary travelled to the garden.	Mary			travel	move	garden				be						
365	43	1	3	3	John went back to the garden.	John			go	move	garden				be						
366	44	1	3	3	Mary travelled to the bathroom.	Mary			travel	move	bathroom				be						
367	45	1	3	3	Mary went to the bedroom.	Mary			go	move	bedroom				be						
368	46	1	3	3	John went back to the bathroom.	John			go	move	bathroom				be						
369	47	1	3	3	Daniel journeyed to the garden.	Daniel			journey	move	garden				be						
