id,task_id,sample_no,task,true_result,model_result,accuracy,soft_accuracy
27,13,0,"4. John and Mary moved to the bedroom.
5. Afterwards they moved to the office.
6. Where is Mary?",office,bedroom,-0.0,-0.0
28,13,0,"7. Daniel and Mary journeyed to the hallway.
8. After that they travelled to the kitchen.
9. Where is Daniel?",kitchen,not mentioned,-0.0,-0.0
29,13,0,"10. Daniel and John journeyed to the hallway.
11. Following that they travelled to the kitchen.
12. Where is Daniel?",kitchen,hallway,-0.0,-0.0
30,13,0,"13. Daniel and Mary moved to the bathroom.
14. After that they travelled to the office.
15. Where is Daniel?",office,bathroom,-0.0,-0.0
31,13,1,"1. Sandra and Mary went to the bedroom.
2. Then they travelled to the hallway.
3. Where is Sandra?",hallway,bedroom,-0.0,-0.0
32,13,1,"4. Mary and Daniel went to the bathroom.
5. Following that they went to the office.
6. Where is Mary?",office,bathroom,-0.0,-0.0
33,13,1,"7. John and Sandra journeyed to the kitchen.
8. After that they moved to the bedroom.
9. Where is Sandra?",bedroom,kitchen,-0.0,-0.0
34,13,1,"10. John and Mary journeyed to the bathroom.
11. Following that they travelled to the kitchen.
12. Where is John?",kitchen,bathroom,-0.0,-0.0
35,13,1,"13. Sandra and Mary journeyed to the bathroom.
14. Following that they travelled to the bedroom.
15. Where is Sandra?",bedroom,bathroom,-0.0,-0.0
36,13,2,"1. Mary and John moved to the office.
2. Following that they travelled to the hallway.
3. Where is Mary?",hallway,office,-0.0,-0.0
37,13,2,"4. John and Sandra went back to the garden.
5. Then they moved to the kitchen.
6. Where is John?",kitchen,garden,-0.0,-0.0
38,13,2,"7. Sandra and Mary went back to the bathroom.
8. Following that they went back to the kitchen.
9. Where is Sandra?",kitchen,bathroom,-0.0,-0.0
39,13,2,"10. Sandra and John journeyed to the office.
11. After that they journeyed to the bedroom.
12. Where is Sandra?",bedroom,office,-0.0,-0.0
40,13,2,"13. Sandra and John went to the hallway.
14. Then they journeyed to the kitchen.
15. Where is Sandra?",kitchen,hallway,-0.0,-0.0
41,13,3,"1. Sandra and Mary travelled to the garden.
2. Then they went back to the office.
3. Where is Mary?",office,office,-0.0,-0.0
42,13,3,"4. John and Sandra went to the bathroom.
5. Then they went back to the office.
6. Where is John?",office,office,-0.0,-0.0
43,13,3,"7. Sandra and Mary journeyed to the bathroom.
8. Following that they moved to the hallway.
9. Where is Mary?",hallway,hallway,-0.0,-0.0
44,13,3,"10. John and Sandra journeyed to the bathroom.
11. After that they journeyed to the office.
12. Where is John?",office,office,-0.0,-0.0
45,13,3,"13. Daniel and Sandra went back to the bedroom.
14. Following that they travelled to the garden.
15. Where is Sandra?",garden,bedroom,-0.0,-0.0
46,13,4,"1. Sandra and Mary went back to the bathroom.
2. Then they went back to the hallway.
3. Where is Mary?",hallway,hallway,-0.0,-0.0
47,13,4,"4. Mary and Sandra went to the office.
5. Then they went back to the bedroom.
6. Where is Mary?",bedroom,bedroom,-0.0,-0.0
48,13,4,"7. Daniel and John went back to the kitchen.
8. Afterwards they went back to the office.
9. Where is Sandra?",bedroom,not mentioned,-0.0,-0.0
49,13,4,"10. Sandra and John journeyed to the garden.
11. Afterwards they went back to the office.
12. Where is Sandra?",office,garden,-0.0,-0.0
50,13,4,"13. Sandra and Daniel travelled to the hallway.
14. Following that they journeyed to the bathroom.
15. Where is Sandra?",bathroom,hallway,-0.0,-0.0
51,9,0,"1. Sandra travelled to the garden.
2. John journeyed to the kitchen.
3. Is John in the bedroom?",no,kitchen,0.64,0.64
52,9,0,"4. Sandra journeyed to the bathroom.
5. John travelled to the office.
6. Is John in the office?",yes,yes,-0.0,-0.0
53,9,0,"7. John moved to the hallway.
8. John is in the office.
9. Is John in the office?",yes,yes,-0.0,-0.0
54,9,0,"10. Mary moved to the hallway.
11. Mary went to the bedroom.
12. Is Mary in the bedroom?",yes,yes,-0.0,-0.0
55,9,0,"13. Daniel is in the bathroom.
14. Daniel travelled to the hallway.
15. Is Mary in the office?",no,no,-0.0,-0.0
56,9,1,"1. Mary is not in the garden.
2. Sandra is in the hallway.
3. Is Mary in the garden?",no,no,-0.0,-0.0
57,9,1,"4. Daniel is not in the bathroom.
5. Mary travelled to the hallway.
6. Is Sandra in the hallway?",yes,yes,-0.0,-0.0
58,9,1,"7. Sandra is no longer in the hallway.
8. Daniel is in the hallway.
9. Is Daniel in the kitchen?",no,no,-0.0,-0.0
59,9,1,"10. John went back to the bedroom.
11. Mary went to the garden.
12. Is Mary in the garden?",yes,yes,-0.0,-0.0
60,9,1,"13. Sandra travelled to the kitchen.
14. Daniel is in the garden.
15. Is Sandra in the bedroom?",no,no,-0.0,-0.0
61,9,2,"1. Sandra travelled to the bedroom.
2. Mary is in the bathroom.
3. Is Sandra in the bathroom?",no,bathroom,-0.0,-0.0
62,9,2,"4. Sandra travelled to the kitchen.
5. Sandra is in the hallway.
6. Is Sandra in the hallway?",yes,no,-0.0,-0.0
63,9,2,"7. John is no longer in the office.
8. Sandra is no longer in the hallway.
9. Is John in the office?",no,no,-0.0,-0.0
64,9,2,"10. John is not in the hallway.
11. Daniel is no longer in the bathroom.
12. Is Sandra in the hallway?",no,no,-0.0,-0.0
65,9,2,"13. Mary is no longer in the bathroom.
14. Daniel travelled to the bedroom.
15. Is Sandra in the hallway?",no,no,-0.0,-0.0
66,9,3,"1. John is in the kitchen.
2. Sandra went to the hallway.
3. Is John in the office?",no,office,-0.0,-0.0
67,9,3,"4. Sandra went to the bedroom.
5. Mary is no longer in the kitchen.
6. Is Sandra in the bedroom?",yes,yes,-0.0,-0.0
68,9,3,"7. Mary is in the kitchen.
8. Mary is in the bathroom.
9. Is Mary in the bathroom?",yes,yes,-0.0,-0.0
69,9,3,"10. Daniel is not in the garden.
11. Mary is in the kitchen.
12. Is Mary in the kitchen?",yes,yes,-0.0,-0.0
70,9,3,"13. Daniel went back to the bathroom.
14. Sandra is in the hallway.
15. Is Mary in the office?",no,no,-0.0,-0.0
71,9,4,"1. John went back to the bedroom.
2. John is in the garden.
3. Is John in the garden?",yes,garden,-0.0,-0.0
72,9,4,"4. John went back to the hallway.
5. Sandra went to the bathroom.
6. Is John in the hallway?",yes,hallway,-0.0,-0.0
73,9,4,"7. Mary is not in the bathroom.
8. John journeyed to the bedroom.
9. Is John in the bedroom?",yes,bedroom,-0.0,-0.0
74,9,4,"10. Mary is in the office.
11. Sandra went back to the hallway.
12. Is Mary in the bedroom?",no,office,-0.0,-0.0
75,9,4,"13. Sandra moved to the bedroom.
14. Sandra went to the bathroom.
15. Is Sandra in the bathroom?",yes,bedroom,-0.0,-0.0
76,7,0,"1. Sandra went to the bedroom.
2. Mary went to the office.
3. Mary took the apple there.
4. Mary put down the apple.
5. How many objects is Mary carrying?",none,0,0.0,0.0
77,7,0,"6. Mary went back to the bedroom.
7. Mary travelled to the bathroom.
8. How many objects is Mary carrying?",none,0,-0.0,-0.0
78,7,0,"9. John went to the hallway.
10. John got the football there.
11. How many objects is John carrying?",one,1,-0.0,-0.0
79,7,0,"12. Mary moved to the hallway.
13. John went to the office.
14. How many objects is John carrying?",one,1,-0.0,-0.0
80,7,0,"15. Mary went back to the garden.
16. John grabbed the apple there.
17. How many objects is John carrying?",two,2,-0.0,-0.0
81,7,1,"1. John journeyed to the hallway.
2. Mary grabbed the milk there.
3. How many objects is Mary carrying?",one,1,-0.0,-0.0
82,7,1,"4. John got the football there.
5. Sandra journeyed to the hallway.
6. How many objects is Mary carrying?",one,1,-0.0,-0.0
83,7,1,"7. Mary dropped the milk.
8. Daniel journeyed to the hallway.
9. How many objects is John carrying?",one,0,-0.0,-0.0
84,7,1,"10. John journeyed to the bedroom.
11. Daniel took the milk there.
12. How many objects is Mary carrying?",none,0,-0.0,-0.0
85,7,1,"13. Daniel handed the milk to Mary.
14. Sandra journeyed to the garden.
15. How many objects is Daniel carrying?",none,0,-0.0,-0.0
86,7,2,"1. Mary journeyed to the garden.
2. John journeyed to the bathroom.
3. Mary got the apple there.
4. Sandra grabbed the milk there.
5. How many objects is Mary carrying?",one,0,-0.0,-0.0
87,7,2,"6. Sandra went to the office.
7. Daniel travelled to the bathroom.
8. How many objects is Mary carrying?",one,0,-0.0,-0.0
88,7,2,"9. Mary dropped the apple.
10. Daniel travelled to the bedroom.
11. How many objects is Mary carrying?",none,0,-0.0,-0.0
89,7,2,"12. Mary picked up the apple there.
13. John went back to the office.
14. How many objects is Mary carrying?",one,1,-0.0,-0.0
90,7,2,"15. Daniel went back to the hallway.
16. Sandra handed the milk to John.
17. How many objects is Sandra carrying?",none,0,-0.0,-0.0
91,7,3,"1. Sandra journeyed to the kitchen.
2. Sandra took the football there.
3. How many objects is Sandra carrying?",one,1,-0.0,-0.0
92,7,3,"4. Sandra journeyed to the office.
5. Sandra gave the football to John.
6. How many objects is Sandra carrying?",none,1,-0.0,-0.0
93,7,3,"7. John went back to the garden.
8. John passed the football to Mary.
9. How many objects is John carrying?",none,0,-0.0,-0.0
94,7,3,"10. Mary passed the football to John.
11. John passed the football to Mary.
12. How many objects is Sandra carrying?",none,0,-0.0,-0.0
95,7,3,"13. John went to the office.
14. Daniel journeyed to the kitchen.
15. How many objects is John carrying?",none,0,-0.0,-0.0
96,7,4,"1. John grabbed the apple there.
2. John passed the apple to Mary.
3. How many objects is John carrying?",none,1 object,-0.0,-0.0
97,7,4,"4. Mary discarded the apple.
5. Mary grabbed the apple there.
6. How many objects is Mary carrying?",one,1 object,-0.0,-0.0
98,7,4,"7. Mary went back to the kitchen.
8. John went to the hallway.
9. How many objects is John carrying?",none,0 objects,-0.0,-0.0
99,7,4,"10. John moved to the bedroom.
11. Daniel went back to the bathroom.
12. How many objects is Mary carrying?",one,1 object,-0.0,-0.0
100,7,4,"13. Sandra moved to the kitchen.
14. Mary passed the apple to Sandra.
15. How many objects is Mary carrying?",none,0 objects,-0.0,-0.0
101,15,0,"1. Wolves are afraid of cats.
2. Mice are afraid of sheep.
3. Emily is a mouse.
4. Cats are afraid of wolves.
5. Gertrude is a cat.
6. Sheep are afraid of mice.
7. Winona is a mouse.
8. Jessica is a cat.
9. What is jessica afraid of?",wolf,wolves.,0.0,0.35
102,15,0,10. What is winona afraid of?,sheep,sheep.,-0.0,-0.0
103,15,0,11. What is gertrude afraid of?,wolf,wolves.,-0.0,-0.0
104,15,0,12. What is winona afraid of?,sheep,sheep.,-0.0,-0.0
105,15,1,"1. Wolves are afraid of mice.
2. Cats are afraid of sheep.
3. Sheep are afraid of cats.
4. Jessica is a sheep.
5. Mice are afraid of wolves.
6. Winona is a sheep.
7. Emily is a sheep.
8. Gertrude is a mouse.
9. What is winona afraid of?",cat,cats,-0.0,-0.0
106,15,1,10. What is winona afraid of?,cat,cats,-0.0,-0.0
107,15,1,11. What is jessica afraid of?,cat,cats,-0.0,-0.0
108,15,1,12. What is jessica afraid of?,cat,cats,-0.0,-0.0
109,15,2,"1. Wolves are afraid of sheep.
2. Winona is a wolf.
3. Cats are afraid of sheep.
4. Jessica is a wolf.
5. Sheep are afraid of cats.
6. Emily is a sheep.
7. Mice are afraid of wolves.
8. Gertrude is a mouse.
9. What is emily afraid of?",cat,cats,-0.0,-0.0
110,15,2,10. What is jessica afraid of?,sheep,cats,-0.0,-0.0
111,15,2,11. What is gertrude afraid of?,wolf,wolves,-0.0,-0.0
112,15,2,12. What is gertrude afraid of?,wolf,wolves,-0.0,-0.0
113,15,3,"1. Cats are afraid of wolves.
2. Emily is a cat.
3. Wolves are afraid of mice.
4. Sheep are afraid of wolves.
5. Mice are afraid of wolves.
6. Gertrude is a sheep.
7. Winona is a sheep.
8. Jessica is a mouse.
9. What is gertrude afraid of?",wolf,wolves.,-0.0,-0.0
114,15,3,10. What is gertrude afraid of?,wolf,wolves,-0.0,-0.0
115,15,3,11. What is emily afraid of?,wolf,wolves,-0.0,-0.0
116,15,3,12. What is winona afraid of?,wolf,wolves,-0.0,-0.0
117,15,4,"1. Cats are afraid of mice.
2. Jessica is a cat.
3. Sheep are afraid of mice.
4. Mice are afraid of sheep.
5. Wolves are afraid of mice.
6. Emily is a cat.
7. Winona is a sheep.
8. Gertrude is a wolf.
9. What is emily afraid of?",mouse,mice,-0.0,-0.0
118,15,4,10. What is gertrude afraid of?,mouse,mice,-0.0,-0.0
119,15,4,11. What is emily afraid of?,mouse,mice,-0.0,-0.0
120,15,4,12. What is jessica afraid of?,mouse,mice,-0.0,-0.0
121,2,0,"1. John travelled to the office.
2. Daniel travelled to the office.
3. Mary grabbed the football there.
4. Daniel went back to the hallway.
5. Mary left the football.
6. Sandra grabbed the apple there.
7. Mary went to the bedroom.
8. Sandra journeyed to the bedroom.
9. Where is the apple?",bedroom,there,0.08,0.16
122,2,0,"10. Daniel journeyed to the bathroom.
11. Mary went back to the office.
12. Where is the apple?",bedroom,there,-0.0,-0.0
123,2,0,"13. Sandra took the milk there.
14. Sandra dropped the milk.
15. Where is the milk?",bedroom,there,-0.0,-0.0
124,2,0,"16. Mary went back to the bathroom.
17. Daniel took the football there.
18. Where is the milk?",bedroom,there,-0.0,-0.0
125,2,0,"19. Sandra picked up the milk there.
20. Mary went back to the bedroom.
21. John moved to the bedroom.
22. Daniel discarded the football there.
23. Where is the football?",bathroom,there,-0.0,-0.0
126,2,1,"1. Sandra moved to the hallway.
2. Daniel journeyed to the garden.
3. Daniel went back to the office.
4. Sandra got the apple there.
5. Sandra discarded the apple.
6. Daniel travelled to the kitchen.
7. Where is the apple?",hallway,5. there,-0.0,-0.0
127,2,1,"8. John journeyed to the hallway.
9. Mary went back to the garden.
10. Where is the apple?",hallway,5,-0.0,-0.0
128,2,1,"11. Sandra grabbed the apple there.
12. Sandra dropped the apple there.
13. Where is the apple?",hallway,5,-0.0,-0.0
129,2,1,"14. Daniel grabbed the football there.
15. Daniel discarded the football.
16. Where is the apple?",hallway,5,-0.0,-0.0
130,2,1,"17. Mary went back to the office.
18. Daniel took the football there.
19. Where is the apple?",hallway,5,-0.0,-0.0
131,2,2,"1. Sandra grabbed the milk there.
2. Sandra moved to the garden.
3. Where is the milk?",garden,there,-0.0,-0.0
132,2,2,"4. Sandra grabbed the football there.
5. Sandra dropped the milk.
6. Where is the milk?",garden,garden,-0.0,-0.0
133,2,2,"7. Sandra discarded the football.
8. Sandra went to the hallway.
9. Where is the milk?",garden,hallway,-0.0,-0.0
134,2,2,"10. John went to the office.
11. Mary travelled to the office.
12. Where is the milk?",garden,not mentioned,-0.0,-0.0
135,2,2,"13. Sandra went to the bedroom.
14. Daniel went to the bathroom.
15. John travelled to the garden.
16. Daniel got the apple there.
17. John picked up the milk there.
18. John dropped the milk.
19. Where is the milk?",garden,garden,-0.0,-0.0
136,2,3,"1. Mary went back to the bathroom.
2. John travelled to the office.
3. Mary moved to the bedroom.
4. Daniel travelled to the bathroom.
5. Daniel went to the hallway.
6. Mary got the milk there.
7. John went to the garden.
8. John travelled to the bedroom.
9. Mary left the milk.
10. John went back to the garden.
11. Where is the milk?",bedroom,"here are the answers to the questions:

1. bathroom
",-0.0,-0.0
137,2,3,"12. Daniel travelled to the bathroom.
13. Sandra grabbed the milk there.
14. Sandra left the milk.
15. John travelled to the kitchen.
16. Daniel got the apple there.
17. Mary got the milk there.
18. Mary went to the office.
19. Daniel moved to the bedroom.
20. Where is the apple?",bedroom,"here are the answers to the questions:

12. bathroom
",-0.0,-0.0
138,2,3,"21. John went to the bathroom.
22. Daniel dropped the apple.
23. Where is the apple?",bedroom,"here are the answers to the questions:

21. bathroom",-0.0,-0.0
139,2,3,"24. Daniel picked up the apple there.
25. Mary went back to the garden.
26. Daniel moved to the kitchen.
27. Sandra journeyed to the bathroom.
28. Where is the apple?",kitchen,"here are the answers to the questions:

24. kitchen",-0.0,-0.0
140,2,3,"29. Mary got the football there.
30. Daniel dropped the apple.
31. Where is the apple?",kitchen,"here are the answers to the questions:

29. kitchen",-0.0,-0.0
141,2,4,"1. Daniel went to the bathroom.
2. Mary picked up the football there.
3. Mary travelled to the hallway.
4. Sandra moved to the garden.
5. Where is the football?",hallway,there,-0.0,-0.0
142,2,4,"6. Daniel journeyed to the kitchen.
7. Mary travelled to the bedroom.
8. Where is the football?",bedroom,there,-0.0,-0.0
143,2,4,"9. Mary got the apple there.
10. John went back to the bathroom.
11. Daniel went back to the office.
12. John moved to the hallway.
13. John journeyed to the bathroom.
14. Sandra moved to the bathroom.
15. Sandra moved to the kitchen.
16. John travelled to the kitchen.
17. Mary left the apple.
18. Mary travelled to the garden.
19. Where is the apple?",bedroom,there,-0.0,-0.0
144,2,4,"20. Sandra travelled to the bedroom.
21. Daniel journeyed to the bedroom.
22. Where is the apple?",bedroom,there,-0.0,-0.0
145,2,4,"23. Mary went back to the kitchen.
24. Sandra picked up the apple there.
25. Mary discarded the football.
26. John took the football there.
27. John discarded the football there.
28. John went to the office.
29. Where is the football?",kitchen,there,-0.0,-0.0
146,19,0,"1. The bedroom is east of the kitchen.
2. The bathroom is south of the hallway.
3. The office is west of the kitchen.
4. The hallway is south of the garden.
5. The kitchen is south of the bathroom.
6. How do you go from the hallway to the kitchen?	s,s",2,you go south.,0.0,0.0
147,19,1,"1. The office is north of the garden.
2. The kitchen is north of the hallway.
3. The garden is north of the kitchen.
4. The bathroom is east of the kitchen.
5. The bedroom is west of the kitchen.
6. How do you go from the bedroom to the garden?	e,n",5,you go east then north.,-0.0,-0.0
148,19,2,"1. The bedroom is west of the bathroom.
2. The kitchen is east of the office.
3. The hallway is west of the bedroom.
4. The garden is east of the kitchen.
5. The kitchen is north of the bedroom.
6. How do you go from the bedroom to the office?	n,w",5,the correct answer is: west,-0.0,-0.0
149,19,3,"1. The office is east of the garden.
2. The hallway is south of the bathroom.
3. The hallway is east of the kitchen.
4. The bedroom is south of the hallway.
5. The bedroom is west of the garden.
6. How do you go from the hallway to the garden?	s,e",4,east,-0.0,-0.0
150,19,4,"1. The hallway is west of the bedroom.
2. The garden is north of the bedroom.
3. The kitchen is north of the office.
4. The bathroom is north of the hallway.
5. The hallway is east of the kitchen.
6. How do you go from the bedroom to the kitchen?	w,w",1,"to get from the bedroom to the kitchen, you would go",-0.0,-0.0
151,4,0,"1. The kitchen is west of the garden.
2. The hallway is west of the kitchen.
3. What is the garden east of?",kitchen,east of the kitchen.,0.2,0.4
152,4,1,"1. The bathroom is south of the bedroom.
2. The kitchen is north of the bedroom.
3. What is the bedroom south of?",kitchen,bathroom,-0.0,-0.0
153,4,2,"1. The bedroom is south of the kitchen.
2. The kitchen is south of the hallway.
3. What is south of the kitchen?",bedroom,bedroom,-0.0,-0.0
154,4,3,"1. The hallway is west of the bedroom.
2. The hallway is east of the garden.
3. What is the bedroom east of?",hallway,garden,-0.0,-0.0
155,4,4,"1. The kitchen is south of the bedroom.
2. The garden is north of the bedroom.
3. What is the bedroom north of?",kitchen,garden,-0.0,-0.0
156,10,0,"1. Mary travelled to the kitchen.
2. Fred is in the school.
3. Is Mary in the school?",no,no,0.6,0.6
157,10,0,"4. Fred went back to the office.
5. Julie is either in the park or the office.
6. Is Mary in the cinema?",no,no,-0.0,-0.0
158,10,0,"7. Fred is either in the school or the bedroom.
8. Julie journeyed to the bedroom.
9. Is Fred in the school?",maybe,yes,-0.0,-0.0
159,10,0,"10. Fred went to the kitchen.
11. Fred travelled to the cinema.
12. Is Fred in the cinema?",yes,yes,-0.0,-0.0
160,10,0,"13. Bill is in the cinema.
14. Bill travelled to the bedroom.
15. Is Bill in the bedroom?",yes,yes,-0.0,-0.0
161,10,1,"1. Julie went to the kitchen.
2. Julie moved to the school.
3. Is Julie in the school?",yes,school,-0.0,-0.0
162,10,1,"4. Julie is either in the office or the kitchen.
5. Julie went to the park.
6. Is Julie in the kitchen?",no,no,-0.0,-0.0
163,10,1,"7. Mary is in the office.
8. Julie travelled to the kitchen.
9. Is Julie in the kitchen?",yes,no,-0.0,-0.0
164,10,1,"10. Julie is either in the cinema or the bedroom.
11. Bill is either in the office or the office.
12. Is Bill in the bedroom?",no,no,-0.0,-0.0
165,10,1,"13. Fred is either in the school or the school.
14. Bill travelled to the kitchen.
15. Is Julie in the bedroom?",maybe,no,-0.0,-0.0
166,10,2,"1. Bill is in the cinema.
2. Fred is either in the cinema or the school.
3. Is Fred in the cinema?",maybe,yes,-0.0,-0.0
167,10,2,"4. Julie travelled to the school.
5. Bill went back to the park.
6. Is Bill in the park?",yes,yes,-0.0,-0.0
168,10,2,"7. Fred moved to the kitchen.
8. Mary moved to the school.
9. Is Fred in the bedroom?",no,no,-0.0,-0.0
169,10,2,"10. Julie is either in the park or the park.
11. Fred is either in the park or the office.
12. Is Mary in the bedroom?",no,no,-0.0,-0.0
170,10,2,"13. Julie is in the school.
14. Mary went to the bedroom.
15. Is Julie in the kitchen?",no,no,-0.0,-0.0
171,10,3,"1. Mary moved to the office.
2. Mary is either in the kitchen or the cinema.
3. Is Mary in the kitchen?",maybe,no,-0.0,-0.0
172,10,3,"4. Fred journeyed to the bedroom.
5. Fred is either in the kitchen or the park.
6. Is Fred in the park?",maybe,yes,-0.0,-0.0
173,10,3,"7. Fred is either in the office or the cinema.
8. Mary is in the office.
9. Is Mary in the school?",no,no,-0.0,-0.0
174,10,3,"10. Mary is in the bedroom.
11. Fred went to the kitchen.
12. Is Mary in the bedroom?",yes,yes,-0.0,-0.0
175,10,3,"13. Fred is in the school.
14. Mary moved to the park.
15. Is Mary in the park?",yes,yes,-0.0,-0.0
176,10,4,"1. Fred went back to the school.
2. Bill is in the bedroom.
3. Is Fred in the school?",yes,school,-0.0,-0.0
177,10,4,"4. Bill is either in the school or the park.
5. Julie is either in the kitchen or the school.
6. Is Bill in the park?",maybe,no,-0.0,-0.0
178,10,4,"7. Bill is in the bedroom.
8. Fred went back to the bedroom.
9. Is Bill in the kitchen?",no,no,-0.0,-0.0
179,10,4,"10. Bill moved to the park.
11. Julie is in the office.
12. Is Julie in the office?",yes,yes,-0.0,-0.0
180,10,4,"13. Fred is either in the office or the bedroom.
14. Fred is in the park.
15. Is Bill in the park?",yes,no,-0.0,-0.0
181,16,0,"1. Julius is a lion.
2. Lily is a rhino.
3. Bernhard is a swan.
4. Lily is white.
5. Bernhard is green.
6. Greg is a rhino.
7. Greg is gray.
8. Julius is white.
9. Brian is a lion.
10. What color is Brian?",white,"based on the given information, the answer to the question """,0.4,0.4
182,16,1,"1. Lily is a frog.
2. Bernhard is a lion.
3. Brian is a frog.
4. Bernhard is yellow.
5. Julius is a lion.
6. Julius is white.
7. Greg is a swan.
8. Greg is gray.
9. Brian is white.
10. What color is Lily?",white,"the answer is: frog (since lily is a frog,",-0.0,-0.0
183,16,2,"1. Brian is a rhino.
2. Lily is a frog.
3. Greg is a lion.
4. Lily is gray.
5. Julius is a swan.
6. Greg is yellow.
7. Brian is green.
8. Bernhard is a swan.
9. Bernhard is gray.
10. What color is Julius?",gray,yellow,-0.0,-0.0
184,16,3,"1. Julius is a lion.
2. Julius is white.
3. Greg is a frog.
4. Bernhard is a frog.
5. Bernhard is green.
6. Brian is a swan.
7. Brian is white.
8. Greg is green.
9. Lily is a swan.
10. What color is Lily?",white,white,-0.0,-0.0
185,16,4,"1. Greg is a rhino.
2. Bernhard is a swan.
3. Bernhard is yellow.
4. Greg is white.
5. Brian is a swan.
6. Brian is yellow.
7. Lily is a frog.
8. Julius is a rhino.
9. Lily is green.
10. What color is Julius?",white,white,-0.0,-0.0
186,14,0,"1. Julie went to the park this morning.
2. Julie moved to the kitchen yesterday.
3. Where was Julie before the park?",kitchen,kitchen,0.48,0.48
187,14,0,"4. Julie moved to the bedroom this afternoon.
5. Mary journeyed to the school yesterday.
6. Where was Julie before the bedroom?",park,kitchen,-0.0,-0.0
188,14,0,"7. This morning Bill moved to the park.
8. Yesterday Bill travelled to the kitchen.
9. Where was Julie before the park?",kitchen,"note: the question is asking about julie, not bill.",-0.0,-0.0
189,14,0,"10. This morning Mary moved to the office.
11. This evening Julie journeyed to the kitchen.
12. Where was Julie before the kitchen?",bedroom,office,-0.0,-0.0
